cellId,sampleIndex,legIndex,anchorKind,rank,canonical,distance
multi-mft-006,0,1,query,2,남성가방 > 백팩,0.2308113070596991
multi-mft-006,0,1,query,3,브랜드 여성가방 > 백팩,0.24567534787430023
multi-mft-006,0,1,query,4,브랜드 남성가방 > 백팩,0.24872121956113602
multi-mft-006,0,1,query,5,여성가방 > 스포츠가방,0.28933077657199857
multi-mft-006,0,1,query,6,남성가방 > 스포츠가방,0.29688475420727567
multi-mft-006,0,1,query,7,남성가방 > 히프색/슬링백,0.300823289205032
multi-mft-006,0,1,query,8,여성가방 > 노트북가방,0.3011925608275101
multi-mft-006,1,1,query,1,선케어 > 선크림/선블록,0.2186766993210718
multi-mft-006,1,1,query,2,선케어 > 선밤,0.24559681823225155
multi-mft-006,1,1,query,3,선케어 > 셀프태닝/메이크업,0.2580143963107093
multi-mft-006,1,1,query,4,남성화장품 > 남성선케어,0.2678106586820267
multi-mft-006,1,1,query,5,선케어 > 선파우더/쿠션,0.2684186856996217
multi-mft-006,1,1,query,6,선케어 > 선스프레이,0.2696227374335587
multi-mft-006,1,1,query,7,선케어 > 자외선 차단패치,0.28193278801040456
multi-mft-006,1,1,query,8,바디케어 > 태닝용품,0.312072515487666
multi-mft-006,1,0,query,1,캐주얼/유니섹스 > 원피스,0.26324824283266757
multi-mft-006,1,0,query,2,여성의류 > 원피스,0.26619499921798706
multi-mft-006,1,0,query,3,브랜드 여성의류 > 원피스,0.27868854999542236
multi-mft-006,1,0,query,4,여성의류 > 테마의상,0.31398053848627316
multi-mft-006,1,0,query,5,취미 > 피규어/캐릭터,0.3286844491958618
multi-mft-006,1,0,query,6,언더웨어/잠옷 > 테마속옷,0.3345960775258483
multi-mft-006,1,0,query,7,여성의류 > 스커트/치마,0.33540668121079087
multi-mft-006,1,0,query,8,여성의류 > 셔츠/남방,0.3358092706146616
multi-mft-006,1,2,query,1,여성가방 > 백팩,0.2225809792356721
multi-mft-006,1,2,query,2,남성가방 > 백팩,0.2308113070596991
multi-mft-006,1,2,query,3,브랜드 여성가방 > 백팩,0.24567534787430023
multi-mft-006,1,2,query,4,브랜드 남성가방 > 백팩,0.24872121956113602
multi-mft-006,1,2,query,5,여성가방 > 스포츠가방,0.28933077657199857
multi-mft-006,1,2,query,6,남성가방 > 스포츠가방,0.29688475420727567
multi-mft-006,1,2,query,7,남성가방 > 히프색/슬링백,0.300823289205032
multi-mft-006,1,2,query,8,여성가방 > 노트북가방,0.3011925608275101
multi-mft-006,2,1,query,1,여성가방 > 백팩,0.2225809792356721
multi-mft-006,2,1,query,2,남성가방 > 백팩,0.2308113070596991
multi-mft-006,2,1,query,3,브랜드 여성가방 > 백팩,0.24567534787430023
multi-mft-006,2,1,query,4,브랜드 남성가방 > 백팩,0.24872121956113602
multi-mft-006,2,1,query,5,여성가방 > 스포츠가방,0.28933077657199857
multi-mft-006,2,1,query,6,남성가방 > 스포츠가방,0.29688475420727567
multi-mft-006,2,1,query,7,남성가방 > 히프색/슬링백,0.300823289205032
multi-mft-006,2,1,query,8,여성가방 > 노트북가방,0.3011925608275101
multi-mft-006,2,2,query,1,선케어 > 선크림/선블록,0.2186766993210718
multi-mft-006,2,2,query,2,선케어 > 선밤,0.24559681823225155
multi-mft-006,2,2,query,3,선케어 > 셀프태닝/메이크업,0.2580143963107093
multi-mft-006,2,2,query,4,남성화장품 > 남성선케어,0.2678106586820267
multi-mft-006,2,2,query,5,선케어 > 선파우더/쿠션,0.2684186856996217
multi-mft-006,2,2,query,6,선케어 > 선스프레이,0.2696227374335587
multi-mft-006,2,2,query,7,선케어 > 자외선 차단패치,0.28193278801040456
multi-mft-006,2,2,query,8,바디케어 > 태닝용품,0.312072515487666
multi-mft-006,2,0,query,1,캐주얼/유니섹스 > 원피스,0.26324824283266757
multi-mft-006,2,0,query,2,여성의류 > 원피스,0.26619499921798706
multi-mft-006,2,0,query,3,브랜드 여성의류 > 원피스,0.27868854999542236
multi-mft-006,2,0,query,4,여성의류 > 테마의상,0.31398053848627316
multi-mft-006,2,0,query,5,취미 > 피규어/캐릭터,0.3286844491958618
multi-mft-006,2,0,query,6,언더웨어/잠옷 > 테마속옷,0.3345960775258483
multi-mft-006,2,0,query,7,여성의류 > 스커트/치마,0.33540668121079087
multi-mft-006,2,0,query,8,여성의류 > 셔츠/남방,0.3358092706146616
multi-mft-006,3,0,query,1,캐주얼/유니섹스 > 원피스,0.26324824283266757
multi-mft-006,3,0,query,2,여성의류 > 원피스,0.26619499921798706
multi-mft-006,3,0,query,3,브랜드 여성의류 > 원피스,0.27868854999542236
multi-mft-006,3,0,query,4,여성의류 > 테마의상,0.31398053848627316
multi-mft-006,3,0,query,5,취미 > 피규어/캐릭터,0.3286844491958618
multi-mft-006,3,0,query,6,언더웨어/잠옷 > 테마속옷,0.3345960775258483
multi-mft-006,3,0,query,7,여성의류 > 스커트/치마,0.33540668121079087
multi-mft-006,3,0,query,8,여성의류 > 셔츠/남방,0.3358092706146616
multi-mft-006,3,2,query,1,여성가방 > 백팩,0.2225809792356721
multi-mft-006,3,2,query,2,남성가방 > 백팩,0.2308113070596991
multi-mft-006,3,2,query,3,브랜드 여성가방 > 백팩,0.24567534787430023
multi-mft-006,3,2,query,4,브랜드 남성가방 > 백팩,0.24872121956113602
multi-mft-006,3,2,query,5,여성가방 > 스포츠가방,0.28933077657199857
multi-mft-006,3,2,query,6,남성가방 > 스포츠가방,0.29688475420727567
multi-mft-006,3,2,query,7,남성가방 > 히프색/슬링백,0.300823289205032
multi-mft-006,3,2,query,8,여성가방 > 노트북가방,0.3011925608275101
multi-mft-006,3,1,query,1,선케어 > 선크림/선블록,0.2186766993210718
multi-mft-006,3,1,query,2,선케어 > 선밤,0.24559681823225155
multi-mft-006,3,1,query,3,선케어 > 셀프태닝/메이크업,0.2580143963107093
multi-mft-006,3,1,query,4,남성화장품 > 남성선케어,0.2678106586820267
multi-mft-006,3,1,query,5,선케어 > 선파우더/쿠션,0.2684186856996217
multi-mft-006,3,1,query,6,선케어 > 선스프레이,0.2696227374335587
multi-mft-006,3,1,query,7,선케어 > 자외선 차단패치,0.28193278801040456
multi-mft-006,3,1,query,8,바디케어 > 태닝용품,0.312072515487666
multi-mft-006,4,1,query,1,선케어 > 선크림/선블록,0.2186766993210718
multi-mft-006,4,1,query,2,선케어 > 선밤,0.24559681823225155
multi-mft-006,4,1,query,3,선케어 > 셀프태닝/메이크업,0.2580143963107093
multi-mft-006,4,1,query,4,남성화장품 > 남성선케어,0.2678106586820267
multi-mft-006,4,1,query,5,선케어 > 선파우더/쿠션,0.2684186856996217
multi-mft-006,4,1,query,6,선케어 > 선스프레이,0.2696227374335587
multi-mft-006,4,1,query,7,선케어 > 자외선 차단패치,0.28193278801040456
multi-mft-006,4,1,query,8,바디케어 > 태닝용품,0.312072515487666
multi-mft-006,4,2,query,1,여성가방 > 백팩,0.2225809792356721
multi-mft-006,4,2,query,2,남성가방 > 백팩,0.2308113070596991
multi-mft-006,4,2,query,3,브랜드 여성가방 > 백팩,0.24567534787430023
multi-mft-006,4,2,query,4,브랜드 남성가방 > 백팩,0.24872121956113602
multi-mft-006,4,2,query,5,여성가방 > 스포츠가방,0.28933077657199857
multi-mft-006,4,2,query,6,남성가방 > 스포츠가방,0.29688475420727567
multi-mft-006,4,2,query,7,남성가방 > 히프색/슬링백,0.300823289205032
multi-mft-006,4,2,query,8,여성가방 > 노트북가방,0.3011925608275101
multi-mft-006,4,0,query,1,캐주얼/유니섹스 > 원피스,0.26324824283266757
multi-mft-006,4,0,query,2,여성의류 > 원피스,0.26619499921798706
multi-mft-006,4,0,query,3,브랜드 여성의류 > 원피스,0.27868854999542236
multi-mft-006,4,0,query,4,여성의류 > 테마의상,0.31398053848627316
multi-mft-006,4,0,query,5,취미 > 피규어/캐릭터,0.3286844491958618
multi-mft-006,4,0,query,6,언더웨어/잠옷 > 테마속옷,0.3345960775258483
multi-mft-006,4,0,query,7,여성의류 > 스커트/치마,0.33540668121079087
multi-mft-006,4,0,query,8,여성의류 > 셔츠/남방,0.3358092706146616
multi-mft-006,5,0,query,1,캐주얼/유니섹스 > 원피스,0.26324824283266757
multi-mft-006,5,0,query,2,여성의류 > 원피스,0.26619499921798706
multi-mft-006,5,0,query,3,브랜드 여성의류 > 원피스,0.27868854999542236
multi-mft-006,5,0,query,4,여성의류 > 테마의상,0.31398053848627316
multi-mft-006,5,0,query,5,취미 > 피규어/캐릭터,0.3286844491958618
multi-mft-006,5,0,query,6,언더웨어/잠옷 > 테마속옷,0.3345960775258483
multi-mft-006,5,0,query,7,여성의류 > 스커트/치마,0.33540668121079087
multi-mft-006,5,0,query,8,여성의류 > 셔츠/남방,0.3358092706146616
multi-mft-006,5,2,query,1,여성가방 > 백팩,0.2225809792356721
multi-mft-006,5,2,query,2,남성가방 > 백팩,0.2308113070596991
multi-mft-006,5,2,query,3,브랜드 여성가방 > 백팩,0.24567534787430023
multi-mft-006,5,2,query,4,브랜드 남성가방 > 백팩,0.24872121956113602
multi-mft-006,5,2,query,5,여성가방 > 스포츠가방,0.28933077657199857
multi-mft-006,5,2,query,6,남성가방 > 스포츠가방,0.29688475420727567
multi-mft-006,5,2,query,7,남성가방 > 히프색/슬링백,0.300823289205032
multi-mft-006,5,2,query,8,여성가방 > 노트북가방,0.3011925608275101
multi-mft-006,5,1,query,1,선케어 > 선크림/선블록,0.2186766993210718
multi-mft-006,5,1,query,2,선케어 > 선밤,0.24559681823225155
multi-mft-006,5,1,query,3,선케어 > 셀프태닝/메이크업,0.2580143963107093
multi-mft-006,5,1,query,4,남성화장품 > 남성선케어,0.2678106586820267
multi-mft-006,5,1,query,5,선케어 > 선파우더/쿠션,0.2684186856996217
multi-mft-006,5,1,query,6,선케어 > 선스프레이,0.2696227374335587
multi-mft-006,5,1,query,7,선케어 > 자외선 차단패치,0.28193278801040456
multi-mft-006,5,1,query,8,바디케어 > 태닝용품,0.312072515487666
multi-mft-006,6,2,query,1,여성가방 > 백팩,0.2225809792356721
multi-mft-006,6,2,query,2,남성가방 > 백팩,0.2308113070596991
multi-mft-006,6,2,query,3,브랜드 여성가방 > 백팩,0.24567534787430023
multi-mft-006,6,2,query,4,브랜드 남성가방 > 백팩,0.24872121956113602
multi-mft-006,6,2,query,5,여성가방 > 스포츠가방,0.28933077657199857
multi-mft-006,6,2,query,6,남성가방 > 스포츠가방,0.29688475420727567
multi-mft-006,6,2,query,7,남성가방 > 히프색/슬링백,0.300823289205032
multi-mft-006,6,2,query,8,여성가방 > 노트북가방,0.3011925608275101
multi-mft-006,6,1,query,1,선케어 > 선크림/선블록,0.2186766993210718
multi-mft-006,6,1,query,2,선케어 > 선밤,0.24559681823225155
multi-mft-006,6,1,query,3,선케어 > 셀프태닝/메이크업,0.2580143963107093
multi-mft-006,6,1,query,4,남성화장품 > 남성선케어,0.2678106586820267
multi-mft-006,6,1,query,5,선케어 > 선파우더/쿠션,0.2684186856996217
multi-mft-006,6,1,query,6,선케어 > 선스프레이,0.2696227374335587
multi-mft-006,6,1,query,7,선케어 > 자외선 차단패치,0.28193278801040456
multi-mft-006,6,1,query,8,바디케어 > 태닝용품,0.312072515487666
multi-mft-006,6,0,query,1,캐주얼/유니섹스 > 원피스,0.26324824283266757
multi-mft-006,6,0,query,2,여성의류 > 원피스,0.26619499921798706
multi-mft-006,6,0,query,3,브랜드 여성의류 > 원피스,0.27868854999542236
multi-mft-006,6,0,query,4,여성의류 > 테마의상,0.31398053848627316
multi-mft-006,6,0,query,5,취미 > 피규어/캐릭터,0.3286844491958618
multi-mft-006,6,0,query,6,언더웨어/잠옷 > 테마속옷,0.3345960775258483
multi-mft-006,6,0,query,7,여성의류 > 스커트/치마,0.33540668121079087
multi-mft-006,6,0,query,8,여성의류 > 셔츠/남방,0.3358092706146616
multi-mft-006,7,1,query,1,선케어 > 선크림/선블록,0.2186766993210718
multi-mft-006,7,1,query,2,선케어 > 선밤,0.24559681823225155
multi-mft-006,7,1,query,3,선케어 > 셀프태닝/메이크업,0.2580143963107093
multi-mft-006,7,1,query,4,남성화장품 > 남성선케어,0.2678106586820267
multi-mft-006,7,1,query,5,선케어 > 선파우더/쿠션,0.2684186856996217
multi-mft-006,7,1,query,6,선케어 > 선스프레이,0.2696227374335587
multi-mft-006,7,1,query,7,선케어 > 자외선 차단패치,0.28193278801040456
multi-mft-006,7,1,query,8,바디케어 > 태닝용품,0.312072515487666
multi-mft-006,7,2,query,1,여성가방 > 백팩,0.2225809792356721
multi-mft-006,7,2,query,2,남성가방 > 백팩,0.2308113070596991
multi-mft-006,7,2,query,3,브랜드 여성가방 > 백팩,0.24567534787430023
multi-mft-006,7,2,query,4,브랜드 남성가방 > 백팩,0.24872121956113602
multi-mft-006,7,2,query,5,여성가방 > 스포츠가방,0.28933077657199857
multi-mft-006,7,2,query,6,남성가방 > 스포츠가방,0.29688475420727567
multi-mft-006,7,2,query,7,남성가방 > 히프색/슬링백,0.300823289205032
multi-mft-006,7,2,query,8,여성가방 > 노트북가방,0.3011925608275101
multi-mft-006,7,0,query,1,캐주얼/유니섹스 > 원피스,0.26324824283266757
multi-mft-006,7,0,query,2,여성의류 > 원피스,0.26619499921798706
multi-mft-006,7,0,query,3,브랜드 여성의류 > 원피스,0.27868854999542236
multi-mft-006,7,0,query,4,여성의류 > 테마의상,0.31398053848627316
multi-mft-006,7,0,query,5,취미 > 피규어/캐릭터,0.3286844491958618
multi-mft-006,7,0,query,6,언더웨어/잠옷 > 테마속옷,0.3345960775258483
multi-mft-006,7,0,query,7,여성의류 > 스커트/치마,0.33540668121079087
multi-mft-006,7,0,query,8,여성의류 > 셔츠/남방,0.3358092706146616
none-mft-001,0,0,query,1,안마용품 > 기타 안마용품,0.32230865955352783
none-mft-001,0,0,query,2,e쿠폰/상품권 > 레스토랑/뷔페,0.3234034969451116
none-mft-001,0,0,query,3,패션잡화 > 키홀더,0.32451577928756237
none-mft-001,0,0,query,4,e쿠폰/상품권 > 맛집/분식,0.32465291023254395
none-mft-001,0,0,query,5,문구/사무용품 > 문구용품,0.32710065407160727
none-mft-001,0,0,query,6,e쿠폰/상품권 > 문화/영화/교육,0.3275333642959595
none-mft-001,0,0,query,7,캐주얼/유니섹스 > 티셔츠,0.3277881340854236
none-mft-001,0,0,query,8,주얼리 > 주얼리 소품,0.3284481363563607
none-mft-001,6,0,query,1,안마용품 > 기타 안마용품,0.32230865955352783
none-mft-001,6,0,query,2,e쿠폰/상품권 > 레스토랑/뷔페,0.3234034969451116
none-mft-001,6,0,query,3,패션잡화 > 키홀더,0.32451577928756237
none-mft-001,6,0,query,4,e쿠폰/상품권 > 맛집/분식,0.32465291023254395
none-mft-001,6,0,query,5,문구/사무용품 > 문구용품,0.32710065407160727
none-mft-001,6,0,query,6,e쿠폰/상품권 > 문화/영화/교육,0.3275333642959595
none-mft-001,6,0,query,7,캐주얼/유니섹스 > 티셔츠,0.3277881340854236
none-mft-001,6,0,query,8,주얼리 > 주얼리 소품,0.3284481363563607
none-mft-001,7,0,query,1,안마용품 > 기타 안마용품,0.32230865955352783
none-mft-001,7,0,query,2,e쿠폰/상품권 > 레스토랑/뷔페,0.3234034969451116
none-mft-001,7,0,query,3,패션잡화 > 키홀더,0.32451577928756237
none-mft-001,7,0,query,4,e쿠폰/상품권 > 맛집/분식,0.32465291023254395
none-mft-001,7,0,query,5,문구/사무용품 > 문구용품,0.32710065407160727
none-mft-001,7,0,query,6,e쿠폰/상품권 > 문화/영화/교육,0.3275333642959595
none-mft-001,7,0,query,7,캐주얼/유니섹스 > 티셔츠,0.3277881340854236
none-mft-001,7,0,query,8,주얼리 > 주얼리 소품,0.3284481363563607
none-mft-003,1,0,query,1,캐주얼/유니섹스 > 티셔츠,0.3148313744215403
none-mft-003,1,0,query,2,유아동잡화 > 신생아잡화,0.3171675990323781
none-mft-003,1,0,query,3,몸매관리용품 > 얼굴관리,0.3190698420724223
none-mft-003,1,0,query,4,캐주얼/유니섹스 > 셔츠/남방,0.31992111563447434
none-mft-003,1,0,query,5,남성의류 > 맨투맨,0.3201235926188106
none-mft-003,1,0,query,6,주얼리 > 주얼리 소품,0.3206208932954868
none-mft-003,1,0,query,7,임부복/소품 > 잡화,0.3219451510326492
none-mft-003,1,0,query,8,유아동잡화 > 여아잡화,0.32233754761032873
none-mft-004,0,0,query,1,해외직구 > 의류/언더웨어,0.3387954437014713
none-mft-004,0,0,query,2,캐주얼/유니섹스 > 티셔츠,0.3448007908344729
none-mft-004,0,0,query,3,몸매관리용품 > 얼굴관리,0.3448941707611084
none-mft-004,0,0,query,4,캐주얼/유니섹스 > 바지/팬츠,0.3479481741174508
none-mft-004,0,0,query,5,여성의류 > 티셔츠,0.3480840713927692
none-mft-004,0,0,query,6,지갑/벨트 > 여성벨트,0.34869931187329595
none-mft-004,0,0,query,7,여성의류 > 바지/팬츠,0.3512607216835022
none-mft-004,0,0,query,8,남성의류 > 맨투맨,0.3516122102737427
none-mft-004,5,0,query,1,해외직구 > 의류/언더웨어,0.3387954437014713
none-mft-004,5,0,query,2,캐주얼/유니섹스 > 티셔츠,0.3448007908344729
none-mft-004,5,0,query,3,몸매관리용품 > 얼굴관리,0.3448941707611084
none-mft-004,5,0,query,4,캐주얼/유니섹스 > 바지/팬츠,0.3479481741174508
none-mft-004,5,0,query,5,여성의류 > 티셔츠,0.3480840713927692
none-mft-004,5,0,query,6,지갑/벨트 > 여성벨트,0.34869931187329595
none-mft-004,5,0,query,7,여성의류 > 바지/팬츠,0.3512607216835022
none-mft-004,5,0,query,8,남성의류 > 맨투맨,0.3516122102737427
none-mft-004,7,0,query,1,해외직구 > 의류/언더웨어,0.3387954437014713
none-mft-004,7,0,query,2,캐주얼/유니섹스 > 티셔츠,0.3448007908344729
none-mft-004,7,0,query,3,몸매관리용품 > 얼굴관리,0.3448941707611084
none-mft-004,7,0,query,4,캐주얼/유니섹스 > 바지/팬츠,0.3479481741174508
none-mft-004,7,0,query,5,여성의류 > 티셔츠,0.3480840713927692
none-mft-004,7,0,query,6,지갑/벨트 > 여성벨트,0.34869931187329595
none-mft-004,7,0,query,7,여성의류 > 바지/팬츠,0.3512607216835022
none-mft-004,7,0,query,8,남성의류 > 맨투맨,0.3516122102737427
none-mft-005,0,0,query,1,몸매관리용품 > 얼굴관리,0.3283034171696356
none-mft-005,0,0,query,2,주방용품 > 냄비,0.3300577402114677
none-mft-005,0,0,query,3,스포츠 잡화 > 스포츠 용품,0.3351567584089281
none-mft-005,0,0,query,4,주방용품 > 프라이팬,0.33565296701753056
none-mft-005,0,0,query,5,몸매관리용품 > 바른자세용품,0.3360970411069295
none-mft-005,0,0,query,6,임부복/소품 > 잡화,0.3375030152494273
none-mft-005,0,0,query,7,요가/필라테스 > 요가/필라테스용품,0.33775148762752616
none-mft-005,0,0,query,8,수납가구 > 리퍼/전시/중고,0.3380127146228845
none-mft-005,2,0,query,1,몸매관리용품 > 얼굴관리,0.31775252117201436
none-mft-005,2,0,query,2,스킨케어 > 스킨/토너,0.32584605592029703
none-mft-005,2,0,query,3,스킨케어 > 에센스/세럼,0.3258651896795506
none-mft-005,2,0,query,4,주방용품 > 냄비,0.32591517722099994
none-mft-005,2,0,query,5,몸매관리용품 > 바른자세용품,0.32756352527793675
none-mft-005,2,0,query,6,PC부품 > CPU,0.3288811245227121
none-mft-005,2,0,query,7,음향가전 > 이어폰,0.32902262595362597
none-mft-005,2,0,query,8,몸매관리용품 > 가슴관리,0.32925079290563986
none-mft-005,6,0,query,1,몸매관리용품 > 얼굴관리,0.3190058875676448
none-mft-005,6,0,query,2,남성화장품 > 남성화장품세트,0.32313207846092595
none-mft-005,6,0,query,3,주방용품 > 냄비,0.3249064281526951
none-mft-005,6,0,query,4,몸매관리용품 > 바른자세용품,0.32520008232591946
none-mft-005,6,0,query,5,스킨케어 > 스킨케어 세트,0.32558838572571247
none-mft-005,6,0,query,6,스킨케어 > 스킨/토너,0.3257022895128142
none-mft-005,6,0,query,7,몸매관리용품 > 가슴관리,0.32613269530935796
none-mft-005,6,0,query,8,캐주얼/유니섹스 > 셔츠/남방,0.3262119098775429
none-mft-005,7,0,query,1,음향가전 > 이어폰,0.26670358379791115
none-mft-005,7,0,query,2,음향가전 > 헤드폰,0.3043590006614315
none-mft-005,7,0,query,3,음향가전 > 오디오,0.3549963620307218
none-mft-005,7,0,query,4,컴퓨터 주변기기 > 게이밍 주변기기,0.3611591243052993
none-mft-005,7,0,query,5,게임 > 게임기 주변기기,0.3625693105119866
none-mft-005,7,0,query,6,패션잡화 > 귀마개,0.3670747280120804
none-mft-005,7,0,query,7,주얼리 > 귀걸이,0.3677232203978491
none-mft-005,7,0,query,8,휴대폰 액세서리 > 케이스,0.37069229062245435
notincatalog-mft-001,0,0,query,1,장난감 > 로봇,0.33373697601181007
notincatalog-mft-001,0,0,query,2,장난감 > 작동/조립완구,0.3348622721269455
notincatalog-mft-001,0,0,query,3,전동레저/인라인/킥보드 > 보드 용품/잡화,0.34863583429286893
notincatalog-mft-001,0,0,query,4,공구 > 전동공구,0.3499376386366856
notincatalog-mft-001,0,0,query,5,카메라/주변기기 > DSLR카메라,0.3505422681893259
notincatalog-mft-001,0,0,query,6,카메라/주변기기 > 액션캠,0.3519830703735306
notincatalog-mft-001,0,0,query,7,카메라/주변기기 > 일반 디지털카메라,0.35542754200531756
notincatalog-mft-001,0,0,query,8,세탁기/건조기 > 건조기,0.3570066307191021
notincatalog-mft-001,1,0,query,1,장난감 > 로봇,0.33373697601181007
notincatalog-mft-001,1,0,query,2,장난감 > 작동/조립완구,0.3348622721269455
notincatalog-mft-001,1,0,query,3,전동레저/인라인/킥보드 > 보드 용품/잡화,0.34863583429286893
notincatalog-mft-001,1,0,query,4,공구 > 전동공구,0.3499376386366856
notincatalog-mft-001,1,0,query,5,카메라/주변기기 > DSLR카메라,0.3505422681893259
notincatalog-mft-001,1,0,query,6,카메라/주변기기 > 액션캠,0.3519830703735306
notincatalog-mft-001,1,0,query,7,카메라/주변기기 > 일반 디지털카메라,0.35542754200531756
notincatalog-mft-001,1,0,query,8,세탁기/건조기 > 건조기,0.3570066307191021
notincatalog-mft-001,2,0,query,1,장난감 > 로봇,0.33373697601181007
notincatalog-mft-001,2,0,query,2,장난감 > 작동/조립완구,0.3348622721269455
notincatalog-mft-001,2,0,query,3,전동레저/인라인/킥보드 > 보드 용품/잡화,0.34863583429286893
notincatalog-mft-001,2,0,query,4,공구 > 전동공구,0.3499376386366856
notincatalog-mft-001,2,0,query,5,카메라/주변기기 > DSLR카메라,0.3505422681893259
notincatalog-mft-001,2,0,query,6,카메라/주변기기 > 액션캠,0.3519830703735306
notincatalog-mft-001,2,0,query,7,카메라/주변기기 > 일반 디지털카메라,0.35542754200531756
notincatalog-mft-001,2,0,query,8,세탁기/건조기 > 건조기,0.3570066307191021
notincatalog-mft-001,3,0,query,1,장난감 > 로봇,0.33373697601181007
notincatalog-mft-001,3,0,query,2,장난감 > 작동/조립완구,0.3348622721269455
notincatalog-mft-001,3,0,query,3,전동레저/인라인/킥보드 > 보드 용품/잡화,0.34863583429286893
notincatalog-mft-001,3,0,query,4,공구 > 전동공구,0.3499376386366856
notincatalog-mft-001,3,0,query,5,카메라/주변기기 > DSLR카메라,0.3505422681893259
notincatalog-mft-001,3,0,query,6,카메라/주변기기 > 액션캠,0.3519830703735306
notincatalog-mft-001,3,0,query,7,카메라/주변기기 > 일반 디지털카메라,0.35542754200531756
notincatalog-mft-001,3,0,query,8,세탁기/건조기 > 건조기,0.3570066307191021
notincatalog-mft-001,4,0,query,1,장난감 > 로봇,0.33373697601181007
notincatalog-mft-001,4,0,query,2,장난감 > 작동/조립완구,0.3348622721269455
notincatalog-mft-001,4,0,query,3,전동레저/인라인/킥보드 > 보드 용품/잡화,0.34863583429286893
notincatalog-mft-001,4,0,query,4,공구 > 전동공구,0.3499376386366856
notincatalog-mft-001,4,0,query,5,카메라/주변기기 > DSLR카메라,0.3505422681893259
notincatalog-mft-001,4,0,query,6,카메라/주변기기 > 액션캠,0.3519830703735306
notincatalog-mft-001,4,0,query,7,카메라/주변기기 > 일반 디지털카메라,0.35542754200531756
notincatalog-mft-001,4,0,query,8,세탁기/건조기 > 건조기,0.3570066307191021
notincatalog-mft-001,5,0,query,1,장난감 > 작동/조립완구,0.32144923934037795
notincatalog-mft-001,5,0,query,2,저장장치 > 무선 외장하드,0.32413615892694003
notincatalog-mft-001,5,0,query,3,장난감 > 로봇,0.32913750410079956
notincatalog-mft-001,5,0,query,4,게임 > 게임기 주변기기,0.34233176708221436
notincatalog-mft-001,5,0,query,5,조류용품 > 기타 조류용품,0.3475375175476074
notincatalog-mft-001,5,0,query,6,공구 > 전동공구,0.3535606861114502
notincatalog-mft-001,5,0,query,7,전동레저/인라인/킥보드 > 스케이트보드,0.3552663941919534
notincatalog-mft-001,5,0,query,8,전동레저/인라인/킥보드 > 보드 용품/잡화,0.3556529495509225
notincatalog-mft-001,6,0,query,1,장난감 > 로봇,0.33373697601181007
notincatalog-mft-001,6,0,query,2,장난감 > 작동/조립완구,0.3348622721269455
notincatalog-mft-001,6,0,query,3,전동레저/인라인/킥보드 > 보드 용품/잡화,0.34863583429286893
notincatalog-mft-001,6,0,query,4,공구 > 전동공구,0.3499376386366856
notincatalog-mft-001,6,0,query,5,카메라/주변기기 > DSLR카메라,0.3505422681893259
notincatalog-mft-001,6,0,query,6,카메라/주변기기 > 액션캠,0.3519830703735306
notincatalog-mft-001,6,0,query,7,카메라/주변기기 > 일반 디지털카메라,0.35542754200531756
notincatalog-mft-001,6,0,query,8,세탁기/건조기 > 건조기,0.3570066307191021
notincatalog-mft-002,0,0,query,1,주방잡화 > 일회용식기/도시락,0.3154895493679958
notincatalog-mft-002,0,0,query,2,여행가방/소품 > 여행소품,0.3185111081156462
notincatalog-mft-002,0,0,query,3,주방잡화 > 냄비/컵/수저받침,0.32011787057274166
notincatalog-mft-002,0,0,query,4,이유용품 > 아동용컵,0.3204236626625061
notincatalog-mft-002,0,0,query,5,이유용품 > 아동용물병,0.32397496700286865
notincatalog-mft-002,0,0,query,6,브랜드 잡화/소품 > 기타 액세서리,0.3262238100900525
notincatalog-mft-002,0,0,query,7,커피/생수/음료 > 커피,0.3278062343597412
notincatalog-mft-002,0,0,query,8,수유용품 > 젖병,0.32839278365352076
notincatalog-mft-002,1,0,query,1,주방잡화 > 일회용식기/도시락,0.3154895493679958
notincatalog-mft-002,1,0,query,2,여행가방/소품 > 여행소품,0.3185111081156462
notincatalog-mft-002,1,0,query,3,주방잡화 > 냄비/컵/수저받침,0.32011787057274166
notincatalog-mft-002,1,0,query,4,이유용품 > 아동용컵,0.3204236626625061
notincatalog-mft-002,1,0,query,5,이유용품 > 아동용물병,0.32397496700286865
notincatalog-mft-002,1,0,query,6,브랜드 잡화/소품 > 기타 액세서리,0.3262238100900525
notincatalog-mft-002,1,0,query,7,커피/생수/음료 > 커피,0.3278062343597412
notincatalog-mft-002,1,0,query,8,수유용품 > 젖병,0.32839278365352076
notincatalog-mft-002,2,0,query,1,주방잡화 > 일회용식기/도시락,0.3154895493679958
notincatalog-mft-002,2,0,query,2,여행가방/소품 > 여행소품,0.3185111081156462
notincatalog-mft-002,2,0,query,3,주방잡화 > 냄비/컵/수저받침,0.32011787057274166
notincatalog-mft-002,2,0,query,4,이유용품 > 아동용컵,0.3204236626625061
notincatalog-mft-002,2,0,query,5,이유용품 > 아동용물병,0.32397496700286865
notincatalog-mft-002,2,0,query,6,브랜드 잡화/소품 > 기타 액세서리,0.3262238100900525
notincatalog-mft-002,2,0,query,7,커피/생수/음료 > 커피,0.3278062343597412
notincatalog-mft-002,2,0,query,8,수유용품 > 젖병,0.32839278365352076
