cellId,sliceId,testType,sampleIndex,legs,unresolved,expansionLeaves,selectCalls,decomposeLegs,adoptedDistance,adoptedMargin,adoptedAnchorKind,dropReasons,latencyMs
notincatalog-mft-001,notInCatalog,MFT,5,,무선 드론,장난감 > 작동/조립완구|무선 드론;저장장치 > 무선 외장하드|무선 드론;장난감 > 로봇|무선 드론;게임 > 게임기 주변기기|무선 드론;조류용품 > 기타 조류용품|무선 드론;공구 > 전동공구|무선 드론;전동레저/인라인/킥보드 > 스케이트보드|무선 드론;전동레저/인라인/킥보드 > 보드 용품/잡화|무선 드론,0,|무선 드론,,,,category_distance_rejected,3002
notincatalog-mft-001,notInCatalog,MFT,6,,드론,장난감 > 로봇|드론;장난감 > 작동/조립완구|드론;전동레저/인라인/킥보드 > 보드 용품/잡화|드론;공구 > 전동공구|드론;카메라/주변기기 > DSLR카메라|드론;카메라/주변기기 > 액션캠|드론;카메라/주변기기 > 일반 디지털카메라|드론;세탁기/건조기 > 건조기|드론,0,|드론,,,,category_distance_rejected,2696
notincatalog-mft-001,notInCatalog,MFT,7,,,,0,,,,,,2193
notincatalog-mft-002,notInCatalog,MFT,0,,텀블러,주방잡화 > 일회용식기/도시락|텀블러;여행가방/소품 > 여행소품|텀블러;주방잡화 > 냄비/컵/수저받침|텀블러;이유용품 > 아동용컵|텀블러;이유용품 > 아동용물병|텀블러;브랜드 잡화/소품 > 기타 액세서리|텀블러;커피/생수/음료 > 커피|텀블러;수유용품 > 젖병|텀블러,0,|텀블러,,,,category_distance_rejected,3107
notincatalog-mft-002,notInCatalog,MFT,1,,텀블러,주방잡화 > 일회용식기/도시락|텀블러;여행가방/소품 > 여행소품|텀블러;주방잡화 > 냄비/컵/수저받침|텀블러;이유용품 > 아동용컵|텀블러;이유용품 > 아동용물병|텀블러;브랜드 잡화/소품 > 기타 액세서리|텀블러;커피/생수/음료 > 커피|텀블러;수유용품 > 젖병|텀블러,0,|텀블러,,,,category_distance_rejected,2569
notincatalog-mft-002,notInCatalog,MFT,2,,텀블러,주방잡화 > 일회용식기/도시락|텀블러;여행가방/소품 > 여행소품|텀블러;주방잡화 > 냄비/컵/수저받침|텀블러;이유용품 > 아동용컵|텀블러;이유용품 > 아동용물병|텀블러;브랜드 잡화/소품 > 기타 액세서리|텀블러;커피/생수/음료 > 커피|텀블러;수유용품 > 젖병|텀블러,0,|텀블러,,,,category_distance_rejected,2610
notincatalog-mft-002,notInCatalog,MFT,3,,,,0,,,,,,3027
notincatalog-mft-002,notInCatalog,MFT,4,,텀블러,주방잡화 > 일회용식기/도시락|텀블러;여행가방/소품 > 여행소품|텀블러;주방잡화 > 냄비/컵/수저받침|텀블러;이유용품 > 아동용컵|텀블러;이유용품 > 아동용물병|텀블러;브랜드 잡화/소품 > 기타 액세서리|텀블러;커피/생수/음료 > 커피|텀블러;수유용품 > 젖병|텀블러,0,|텀블러,,,,category_distance_rejected,3270
notincatalog-mft-002,notInCatalog,MFT,5,,,,0,,,,,,2161
notincatalog-mft-002,notInCatalog,MFT,6,,텀블러,주방잡화 > 일회용식기/도시락|텀블러;여행가방/소품 > 여행소품|텀블러;주방잡화 > 냄비/컵/수저받침|텀블러;이유용품 > 아동용컵|텀블러;이유용품 > 아동용물병|텀블러;브랜드 잡화/소품 > 기타 액세서리|텀블러;커피/생수/음료 > 커피|텀블러;수유용품 > 젖병|텀블러,0,|텀블러,,,,category_distance_rejected,3179
notincatalog-mft-002,notInCatalog,MFT,7,,텀블러,주방잡화 > 일회용식기/도시락|텀블러;여행가방/소품 > 여행소품|텀블러;주방잡화 > 냄비/컵/수저받침|텀블러;이유용품 > 아동용컵|텀블러;이유용품 > 아동용물병|텀블러;브랜드 잡화/소품 > 기타 액세서리|텀블러;커피/생수/음료 > 커피|텀블러;수유용품 > 젖병|텀블러,0,|텀블러,,,,category_distance_rejected,3836
notincatalog-mft-003,notInCatalog,MFT,0,,전기 주전자,전기/산업자재 > 전기생활용품|전기 주전자;주방가전 > 전기밥솥|전기 주전자;주방용품 > 냄비|전기 주전자;커피/생수/음료 > 건강/차 음료|전기 주전자;주방가전 > 전기레인지|전기 주전자;커피/생수/음료 > 전통음료|전기 주전자;주방잡화 > 냄비/컵/수저받침|전기 주전자;커피/생수/음료 > 커피|전기 주전자,0,|전기 주전자,,,,category_distance_rejected,3139
notincatalog-mft-003,notInCatalog,MFT,1,,전기 주전자,전기/산업자재 > 전기생활용품|전기 주전자;주방가전 > 전기밥솥|전기 주전자;주방용품 > 냄비|전기 주전자;커피/생수/음료 > 건강/차 음료|전기 주전자;주방가전 > 전기레인지|전기 주전자;커피/생수/음료 > 전통음료|전기 주전자;주방잡화 > 냄비/컵/수저받침|전기 주전자;커피/생수/음료 > 커피|전기 주전자,0,|전기 주전자,,,,category_distance_rejected,3996
notincatalog-mft-003,notInCatalog,MFT,2,,전기 주전자,전기/산업자재 > 전기생활용품|전기 주전자;주방가전 > 전기밥솥|전기 주전자;주방용품 > 냄비|전기 주전자;커피/생수/음료 > 건강/차 음료|전기 주전자;주방가전 > 전기레인지|전기 주전자;커피/생수/음료 > 전통음료|전기 주전자;주방잡화 > 냄비/컵/수저받침|전기 주전자;커피/생수/음료 > 커피|전기 주전자,0,|전기 주전자,,,,category_distance_rejected,2594
notincatalog-mft-003,notInCatalog,MFT,3,,전기 주전자,전기/산업자재 > 전기생활용품|전기 주전자;주방가전 > 전기밥솥|전기 주전자;주방용품 > 냄비|전기 주전자;커피/생수/음료 > 건강/차 음료|전기 주전자;주방가전 > 전기레인지|전기 주전자;커피/생수/음료 > 전통음료|전기 주전자;주방잡화 > 냄비/컵/수저받침|전기 주전자;커피/생수/음료 > 커피|전기 주전자,0,|전기 주전자,,,,category_distance_rejected,3115
notincatalog-mft-003,notInCatalog,MFT,4,,전기 주전자,전기/산업자재 > 전기생활용품|전기 주전자;주방가전 > 전기밥솥|전기 주전자;주방용품 > 냄비|전기 주전자;커피/생수/음료 > 건강/차 음료|전기 주전자;주방가전 > 전기레인지|전기 주전자;커피/생수/음료 > 전통음료|전기 주전자;주방잡화 > 냄비/컵/수저받침|전기 주전자;커피/생수/음료 > 커피|전기 주전자,0,|전기 주전자,,,,category_distance_rejected,26632
notincatalog-mft-003,notInCatalog,MFT,5,,전기 주전자,전기/산업자재 > 전기생활용품|전기 주전자;주방가전 > 전기밥솥|전기 주전자;주방용품 > 냄비|전기 주전자;커피/생수/음료 > 건강/차 음료|전기 주전자;주방가전 > 전기레인지|전기 주전자;커피/생수/음료 > 전통음료|전기 주전자;주방잡화 > 냄비/컵/수저받침|전기 주전자;커피/생수/음료 > 커피|전기 주전자,0,|전기 주전자,,,,category_distance_rejected,3470
notincatalog-mft-003,notInCatalog,MFT,6,,전기 주전자,전기/산업자재 > 전기생활용품|전기 주전자;주방가전 > 전기밥솥|전기 주전자;주방용품 > 냄비|전기 주전자;커피/생수/음료 > 건강/차 음료|전기 주전자;주방가전 > 전기레인지|전기 주전자;커피/생수/음료 > 전통음료|전기 주전자;주방잡화 > 냄비/컵/수저받침|전기 주전자;커피/생수/음료 > 커피|전기 주전자,0,|전기 주전자,,,,category_distance_rejected,2999
notincatalog-mft-003,notInCatalog,MFT,7,,전기 주전자,전기/산업자재 > 전기생활용품|전기 주전자;주방가전 > 전기밥솥|전기 주전자;주방용품 > 냄비|전기 주전자;커피/생수/음료 > 건강/차 음료|전기 주전자;주방가전 > 전기레인지|전기 주전자;커피/생수/음료 > 전통음료|전기 주전자;주방잡화 > 냄비/컵/수저받침|전기 주전자;커피/생수/음료 > 커피|전기 주전자,0,|전기 주전자,,,,category_distance_rejected,2588
notincatalog-mft-004,notInCatalog,MFT,0,,공기청정기,건강관리용품 > 코건강관리용품|공기청정기;계절가전 > 에어컨|공기청정기;전기/산업자재 > 전기생활용품|공기청정기;생활가전 > 청소기|공기청정기;건강관리용품 > 숯용품|공기청정기;생활가전 > 청소기부품|공기청정기;청소용품 > 기타 청소도구|공기청정기;스마트기기 > 헬스케어|공기청정기,0,|공기청정기,,,,category_distance_rejected,2851
notincatalog-mft-004,notInCatalog,MFT,1,,공기청정기,건강관리용품 > 코건강관리용품|공기청정기;계절가전 > 에어컨|공기청정기;전기/산업자재 > 전기생활용품|공기청정기;생활가전 > 청소기|공기청정기;건강관리용품 > 숯용품|공기청정기;생활가전 > 청소기부품|공기청정기;청소용품 > 기타 청소도구|공기청정기;스마트기기 > 헬스케어|공기청정기,0,|공기청정기,,,,category_distance_rejected,3143
notincatalog-mft-004,notInCatalog,MFT,2,,공기청정기,건강관리용품 > 코건강관리용품|공기청정기;계절가전 > 에어컨|공기청정기;전기/산업자재 > 전기생활용품|공기청정기;생활가전 > 청소기|공기청정기;건강관리용품 > 숯용품|공기청정기;생활가전 > 청소기부품|공기청정기;청소용품 > 기타 청소도구|공기청정기;스마트기기 > 헬스케어|공기청정기,0,|공기청정기,,,,category_distance_rejected,3011
notincatalog-mft-004,notInCatalog,MFT,3,,공기청정기,건강관리용품 > 코건강관리용품|공기청정기;계절가전 > 에어컨|공기청정기;전기/산업자재 > 전기생활용품|공기청정기;생활가전 > 청소기|공기청정기;건강관리용품 > 숯용품|공기청정기;생활가전 > 청소기부품|공기청정기;청소용품 > 기타 청소도구|공기청정기;스마트기기 > 헬스케어|공기청정기,0,|공기청정기,,,,category_distance_rejected,3178
notincatalog-mft-004,notInCatalog,MFT,4,,공기청정기,건강관리용품 > 코건강관리용품|공기청정기;계절가전 > 에어컨|공기청정기;전기/산업자재 > 전기생활용품|공기청정기;생활가전 > 청소기|공기청정기;건강관리용품 > 숯용품|공기청정기;생활가전 > 청소기부품|공기청정기;청소용품 > 기타 청소도구|공기청정기;스마트기기 > 헬스케어|공기청정기,0,|공기청정기,,,,category_distance_rejected,26923
notincatalog-mft-004,notInCatalog,MFT,5,,공기청정기,건강관리용품 > 코건강관리용품|공기청정기;계절가전 > 에어컨|공기청정기;전기/산업자재 > 전기생활용품|공기청정기;생활가전 > 청소기|공기청정기;건강관리용품 > 숯용품|공기청정기;생활가전 > 청소기부품|공기청정기;청소용품 > 기타 청소도구|공기청정기;스마트기기 > 헬스케어|공기청정기,0,|공기청정기,,,,category_distance_rejected,4145
notincatalog-mft-004,notInCatalog,MFT,6,,공기청정기,건강관리용품 > 코건강관리용품|공기청정기;계절가전 > 에어컨|공기청정기;전기/산업자재 > 전기생활용품|공기청정기;생활가전 > 청소기|공기청정기;건강관리용품 > 숯용품|공기청정기;생활가전 > 청소기부품|공기청정기;청소용품 > 기타 청소도구|공기청정기;스마트기기 > 헬스케어|공기청정기,0,|공기청정기,,,,category_distance_rejected,2485
notincatalog-mft-004,notInCatalog,MFT,7,,공기청정기,건강관리용품 > 코건강관리용품|공기청정기;계절가전 > 에어컨|공기청정기;전기/산업자재 > 전기생활용품|공기청정기;생활가전 > 청소기|공기청정기;건강관리용품 > 숯용품|공기청정기;생활가전 > 청소기부품|공기청정기;청소용품 > 기타 청소도구|공기청정기;스마트기기 > 헬스케어|공기청정기,0,|공기청정기,,,,category_distance_rejected,2589
notincatalog-mft-005,notInCatalog,MFT,0,,수예 재료,DIY자재/용품 > 반제품|수예 재료;네일케어 > 네일아트용품|수예 재료;전기/산업자재 > 보수용품|수예 재료;홈패브릭/수예 > 쿠션|수예 재료;화방용품 > 캔버스/판넬|수예 재료;홈패브릭/수예 > 방석|수예 재료;문구/사무용품 > 문구용품|수예 재료;주얼리 > 주얼리 소품|수예 재료,0,|수예 재료,,,,category_distance_rejected,3412
notincatalog-mft-005,notInCatalog,MFT,1,,수예 재료,DIY자재/용품 > 반제품|수예 재료;네일케어 > 네일아트용품|수예 재료;전기/산업자재 > 보수용품|수예 재료;홈패브릭/수예 > 쿠션|수예 재료;화방용품 > 캔버스/판넬|수예 재료;홈패브릭/수예 > 방석|수예 재료;문구/사무용품 > 문구용품|수예 재료;주얼리 > 주얼리 소품|수예 재료,0,|수예 재료,,,,category_distance_rejected,25577
notincatalog-mft-005,notInCatalog,MFT,2,,수예 재료,DIY자재/용품 > 반제품|수예 재료;네일케어 > 네일아트용품|수예 재료;전기/산업자재 > 보수용품|수예 재료;홈패브릭/수예 > 쿠션|수예 재료;화방용품 > 캔버스/판넬|수예 재료;홈패브릭/수예 > 방석|수예 재료;문구/사무용품 > 문구용품|수예 재료;주얼리 > 주얼리 소품|수예 재료,0,|수예 재료,,,,category_distance_rejected,3033
notincatalog-mft-005,notInCatalog,MFT,3,,수예 재료,DIY자재/용품 > 반제품|수예 재료;네일케어 > 네일아트용품|수예 재료;전기/산업자재 > 보수용품|수예 재료;홈패브릭/수예 > 쿠션|수예 재료;화방용품 > 캔버스/판넬|수예 재료;홈패브릭/수예 > 방석|수예 재료;문구/사무용품 > 문구용품|수예 재료;주얼리 > 주얼리 소품|수예 재료,0,|수예 재료,,,,category_distance_rejected,3184
notincatalog-mft-005,notInCatalog,MFT,4,,수 예 재료,DIY자재/용품 > 반제품|수 예 재료;전기/산업자재 > 보수용품|수 예 재료;네일케어 > 네일아트용품|수 예 재료;건강관리용품 > 수지침|수 예 재료;화방용품 > 캔버스/판넬|수 예 재료;DIY자재/용품 > 벽지|수 예 재료;홈패브릭/수예 > 쿠션|수 예 재료;주얼리 > 주얼리 소품|수 예 재료,0,|수 예 재료,,,,category_distance_rejected,2739
notincatalog-mft-005,notInCatalog,MFT,5,,수예 재료,DIY자재/용품 > 반제품|수예 재료;네일케어 > 네일아트용품|수예 재료;전기/산업자재 > 보수용품|수예 재료;홈패브릭/수예 > 쿠션|수예 재료;화방용품 > 캔버스/판넬|수예 재료;홈패브릭/수예 > 방석|수예 재료;문구/사무용품 > 문구용품|수예 재료;주얼리 > 주얼리 소품|수예 재료,0,|수예 재료,,,,category_distance_rejected,2513
notincatalog-mft-005,notInCatalog,MFT,6,,수예 재료,DIY자재/용품 > 반제품|수예 재료;네일케어 > 네일아트용품|수예 재료;전기/산업자재 > 보수용품|수예 재료;홈패브릭/수예 > 쿠션|수예 재료;화방용품 > 캔버스/판넬|수예 재료;홈패브릭/수예 > 방석|수예 재료;문구/사무용품 > 문구용품|수예 재료;주얼리 > 주얼리 소품|수예 재료,0,|수예 재료,,,,category_distance_rejected,2857
notincatalog-mft-005,notInCatalog,MFT,7,,수예 재료,DIY자재/용품 > 반제품|수예 재료;네일케어 > 네일아트용품|수예 재료;전기/산업자재 > 보수용품|수예 재료;홈패브릭/수예 > 쿠션|수예 재료;화방용품 > 캔버스/판넬|수예 재료;홈패브릭/수예 > 방석|수예 재료;문구/사무용품 > 문구용품|수예 재료;주얼리 > 주얼리 소품|수예 재료,0,|수예 재료,,,,category_distance_rejected,3192
single-inv-color-a1,single,INV,0,,무릎길이 원피스,여성의류 > 원피스|무릎길이 원피스;캐주얼/유니섹스 > 원피스|무릎길이 원피스;브랜드 여성의류 > 원피스|무릎길이 원피스;여성의류 > 스커트/치마|무릎길이 원피스;캐주얼/유니섹스 > 스커트|무릎길이 원피스;수입명품 > 여성의류|무릎길이 원피스;임부복/소품 > 의류|무릎길이 원피스;브랜드 여성의류 > 스커트/치마|무릎길이 원피스,0,|무릎길이 원피스,,,,category_distance_rejected,3556
single-inv-color-a1,single,INV,1,,빨간 원피스,여성의류 > 원피스|빨간 원피스;캐주얼/유니섹스 > 원피스|빨간 원피스;브랜드 여성의류 > 원피스|빨간 원피스;여성의류 > 테마의상|빨간 원피스;여성의류 > 스커트/치마|빨간 원피스;키즈의류 (3~8세) > 여아의류|빨간 원피스;임부복/소품 > 의류|빨간 원피스;수입명품 > 여성의류|빨간 원피스,0,|빨간 원피스,,,,category_distance_rejected,2829
single-inv-color-a1,single,INV,2,,빨간 원피스,여성의류 > 원피스|빨간 원피스;캐주얼/유니섹스 > 원피스|빨간 원피스;브랜드 여성의류 > 원피스|빨간 원피스;여성의류 > 테마의상|빨간 원피스;여성의류 > 스커트/치마|빨간 원피스;키즈의류 (3~8세) > 여아의류|빨간 원피스;임부복/소품 > 의류|빨간 원피스;수입명품 > 여성의류|빨간 원피스,0,|빨간 원피스,,,,category_distance_rejected,3678
single-inv-color-a1,single,INV,3,,빨간 원피스,여성의류 > 원피스|빨간 원피스;캐주얼/유니섹스 > 원피스|빨간 원피스;브랜드 여성의류 > 원피스|빨간 원피스;여성의류 > 테마의상|빨간 원피스;여성의류 > 스커트/치마|빨간 원피스;키즈의류 (3~8세) > 여아의류|빨간 원피스;임부복/소품 > 의류|빨간 원피스;수입명품 > 여성의류|빨간 원피스,0,|빨간 원피스,,,,category_distance_rejected,3111
single-inv-color-a1,single,INV,4,,빨간 원피스,여성의류 > 원피스|빨간 원피스;캐주얼/유니섹스 > 원피스|빨간 원피스;브랜드 여성의류 > 원피스|빨간 원피스;여성의류 > 테마의상|빨간 원피스;여성의류 > 스커트/치마|빨간 원피스;키즈의류 (3~8세) > 여아의류|빨간 원피스;임부복/소품 > 의류|빨간 원피스;수입명품 > 여성의류|빨간 원피스,0,|빨간 원피스,,,,category_distance_rejected,3065
single-inv-color-a1,single,INV,5,,빨간 원피스,여성의류 > 원피스|빨간 원피스;캐주얼/유니섹스 > 원피스|빨간 원피스;브랜드 여성의류 > 원피스|빨간 원피스;여성의류 > 테마의상|빨간 원피스;여성의류 > 스커트/치마|빨간 원피스;키즈의류 (3~8세) > 여아의류|빨간 원피스;임부복/소품 > 의류|빨간 원피스;수입명품 > 여성의류|빨간 원피스,0,|빨간 원피스,,,,category_distance_rejected,3098
single-inv-color-a1,single,INV,6,,빨간 원피스,여성의류 > 원피스|빨간 원피스;캐주얼/유니섹스 > 원피스|빨간 원피스;브랜드 여성의류 > 원피스|빨간 원피스;여성의류 > 테마의상|빨간 원피스;여성의류 > 스커트/치마|빨간 원피스;키즈의류 (3~8세) > 여아의류|빨간 원피스;임부복/소품 > 의류|빨간 원피스;수입명품 > 여성의류|빨간 원피스,0,|빨간 원피스,,,,category_distance_rejected,2776
single-inv-color-a1,single,INV,7,,무드 있는 빨간 원피스,여성의류 > 원피스|무드 있는 빨간 원피스;캐주얼/유니섹스 > 원피스|무드 있는 빨간 원피스;브랜드 여성의류 > 원피스|무드 있는 빨간 원피스;여성의류 > 테마의상|무드 있는 빨간 원피스;여성의류 > 스커트/치마|무드 있는 빨간 원피스;임부복/소품 > 의류|무드 있는 빨간 원피스;수입명품 > 여성의류|무드 있는 빨간 원피스;여성의류 > 코트|무드 있는 빨간 원피스,0,|무드 있는 빨간 원피스,,,,category_distance_rejected,3213
single-inv-color-a2,single,INV,0,,레드 원피스,여성의류 > 원피스|레드 원피스;캐주얼/유니섹스 > 원피스|레드 원피스;브랜드 여성의류 > 원피스|레드 원피스;여성의류 > 테마의상|레드 원피스;여성의류 > 스커트/치마|레드 원피스;키즈의류 (3~8세) > 여아의류|레드 원피스;수입명품 > 여성의류|레드 원피스;임부복/소품 > 의류|레드 원피스,0,|레드 원피스,,,,category_distance_rejected,3288
single-inv-color-a2,single,INV,1,,레드 원피스,여성의류 > 원피스|레드 원피스;캐주얼/유니섹스 > 원피스|레드 원피스;브랜드 여성의류 > 원피스|레드 원피스;여성의류 > 테마의상|레드 원피스;여성의류 > 스커트/치마|레드 원피스;키즈의류 (3~8세) > 여아의류|레드 원피스;수입명품 > 여성의류|레드 원피스;임부복/소품 > 의류|레드 원피스,0,|레드 원피스,,,,category_distance_rejected,2725
single-inv-color-a2,single,INV,2,,레드 원피스,여성의류 > 원피스|레드 원피스;캐주얼/유니섹스 > 원피스|레드 원피스;브랜드 여성의류 > 원피스|레드 원피스;여성의류 > 테마의상|레드 원피스;여성의류 > 스커트/치마|레드 원피스;키즈의류 (3~8세) > 여아의류|레드 원피스;수입명품 > 여성의류|레드 원피스;임부복/소품 > 의류|레드 원피스,0,|레드 원피스,,,,category_distance_rejected,3478
single-inv-color-a2,single,INV,3,,레드 원피스,여성의류 > 원피스|레드 원피스;캐주얼/유니섹스 > 원피스|레드 원피스;브랜드 여성의류 > 원피스|레드 원피스;여성의류 > 테마의상|레드 원피스;여성의류 > 스커트/치마|레드 원피스;키즈의류 (3~8세) > 여아의류|레드 원피스;수입명품 > 여성의류|레드 원피스;임부복/소품 > 의류|레드 원피스,0,|레드 원피스,,,,category_distance_rejected,2744
single-inv-color-a2,single,INV,4,,레드 원피스,여성의류 > 원피스|레드 원피스;캐주얼/유니섹스 > 원피스|레드 원피스;브랜드 여성의류 > 원피스|레드 원피스;여성의류 > 테마의상|레드 원피스;여성의류 > 스커트/치마|레드 원피스;키즈의류 (3~8세) > 여아의류|레드 원피스;수입명품 > 여성의류|레드 원피스;임부복/소품 > 의류|레드 원피스,0,|레드 원피스,,,,category_distance_rejected,3119
single-inv-color-a2,single,INV,5,,레드 원피스,여성의류 > 원피스|레드 원피스;캐주얼/유니섹스 > 원피스|레드 원피스;브랜드 여성의류 > 원피스|레드 원피스;여성의류 > 테마의상|레드 원피스;여성의류 > 스커트/치마|레드 원피스;키즈의류 (3~8세) > 여아의류|레드 원피스;수입명품 > 여성의류|레드 원피스;임부복/소품 > 의류|레드 원피스,0,|레드 원피스,,,,category_distance_rejected,2436
single-inv-color-a2,single,INV,6,,레드 원피스,여성의류 > 원피스|레드 원피스;캐주얼/유니섹스 > 원피스|레드 원피스;브랜드 여성의류 > 원피스|레드 원피스;여성의류 > 테마의상|레드 원피스;여성의류 > 스커트/치마|레드 원피스;키즈의류 (3~8세) > 여아의류|레드 원피스;수입명품 > 여성의류|레드 원피스;임부복/소품 > 의류|레드 원피스,0,|레드 원피스,,,,category_distance_rejected,3485
single-inv-color-a2,single,INV,7,,레드 원피스,여성의류 > 원피스|레드 원피스;캐주얼/유니섹스 > 원피스|레드 원피스;브랜드 여성의류 > 원피스|레드 원피스;여성의류 > 테마의상|레드 원피스;여성의류 > 스커트/치마|레드 원피스;키즈의류 (3~8세) > 여아의류|레드 원피스;수입명품 > 여성의류|레드 원피스;임부복/소품 > 의류|레드 원피스,0,|레드 원피스,,,,category_distance_rejected,2871
single-inv-color-b1,single,INV,0,,까만 백팩,여성가방 > 백팩|까만 백팩;남성가방 > 백팩|까만 백팩;브랜드 여성가방 > 백팩|까만 백팩;브랜드 남성가방 > 백팩|까만 백팩;여성가방 > 스포츠가방|까만 백팩;여성가방 > 노트북가방|까만 백팩;남성가방 > 스포츠가방|까만 백팩;여성가방 > 히프색/슬링백|까만 백팩,0,|까만 백팩,,,,category_distance_rejected,2709
single-inv-color-b1,single,INV,1,,까만 백팩,여성가방 > 백팩|까만 백팩;남성가방 > 백팩|까만 백팩;브랜드 여성가방 > 백팩|까만 백팩;브랜드 남성가방 > 백팩|까만 백팩;여성가방 > 스포츠가방|까만 백팩;여성가방 > 노트북가방|까만 백팩;남성가방 > 스포츠가방|까만 백팩;여성가방 > 히프색/슬링백|까만 백팩,0,|까만 백팩,,,,category_distance_rejected,2646
single-inv-color-b1,single,INV,2,,까만 백팩,여성가방 > 백팩|까만 백팩;남성가방 > 백팩|까만 백팩;브랜드 여성가방 > 백팩|까만 백팩;브랜드 남성가방 > 백팩|까만 백팩;여성가방 > 스포츠가방|까만 백팩;여성가방 > 노트북가방|까만 백팩;남성가방 > 스포츠가방|까만 백팩;여성가방 > 히프색/슬링백|까만 백팩,0,|까만 백팩,,,,category_distance_rejected,28463
single-inv-color-b1,single,INV,3,,까만 백팩,여성가방 > 백팩|까만 백팩;남성가방 > 백팩|까만 백팩;브랜드 여성가방 > 백팩|까만 백팩;브랜드 남성가방 > 백팩|까만 백팩;여성가방 > 스포츠가방|까만 백팩;여성가방 > 노트북가방|까만 백팩;남성가방 > 스포츠가방|까만 백팩;여성가방 > 히프색/슬링백|까만 백팩,0,|까만 백팩,,,,category_distance_rejected,4426
single-inv-color-b1,single,INV,4,,까만 백팩,여성가방 > 백팩|까만 백팩;남성가방 > 백팩|까만 백팩;브랜드 여성가방 > 백팩|까만 백팩;브랜드 남성가방 > 백팩|까만 백팩;여성가방 > 스포츠가방|까만 백팩;여성가방 > 노트북가방|까만 백팩;남성가방 > 스포츠가방|까만 백팩;여성가방 > 히프색/슬링백|까만 백팩,0,|까만 백팩,,,,category_distance_rejected,3932
single-inv-color-b1,single,INV,5,,까만 백팩,여성가방 > 백팩|까만 백팩;남성가방 > 백팩|까만 백팩;브랜드 여성가방 > 백팩|까만 백팩;브랜드 남성가방 > 백팩|까만 백팩;여성가방 > 스포츠가방|까만 백팩;여성가방 > 노트북가방|까만 백팩;남성가방 > 스포츠가방|까만 백팩;여성가방 > 히프색/슬링백|까만 백팩,0,|까만 백팩,,,,category_distance_rejected,2855
single-inv-color-b1,single,INV,6,,까만 백팩,여성가방 > 백팩|까만 백팩;남성가방 > 백팩|까만 백팩;브랜드 여성가방 > 백팩|까만 백팩;브랜드 남성가방 > 백팩|까만 백팩;여성가방 > 스포츠가방|까만 백팩;여성가방 > 노트북가방|까만 백팩;남성가방 > 스포츠가방|까만 백팩;여성가방 > 히프색/슬링백|까만 백팩,0,|까만 백팩,,,,category_distance_rejected,3124
single-inv-color-b1,single,INV,7,,까만 백팩,여성가방 > 백팩|까만 백팩;남성가방 > 백팩|까만 백팩;브랜드 여성가방 > 백팩|까만 백팩;브랜드 남성가방 > 백팩|까만 백팩;여성가방 > 스포츠가방|까만 백팩;여성가방 > 노트북가방|까만 백팩;남성가방 > 스포츠가방|까만 백팩;여성가방 > 히프색/슬링백|까만 백팩,0,|까만 백팩,,,,category_distance_rejected,3496
single-inv-color-b2,single,INV,0,,블랙 백팩,여성가방 > 백팩|블랙 백팩;남성가방 > 백팩|블랙 백팩;브랜드 남성가방 > 백팩|블랙 백팩;브랜드 여성가방 > 백팩|블랙 백팩;여성가방 > 스포츠가방|블랙 백팩;여성가방 > 노트북가방|블랙 백팩;남성가방 > 가방액세서리|블랙 백팩;남성가방 > 노트북가방|블랙 백팩,0,|블랙 백팩,,,,category_distance_rejected,3245
single-inv-color-b2,single,INV,1,,블랙 백팩,여성가방 > 백팩|블랙 백팩;남성가방 > 백팩|블랙 백팩;브랜드 남성가방 > 백팩|블랙 백팩;브랜드 여성가방 > 백팩|블랙 백팩;여성가방 > 스포츠가방|블랙 백팩;여성가방 > 노트북가방|블랙 백팩;남성가방 > 가방액세서리|블랙 백팩;남성가방 > 노트북가방|블랙 백팩,0,|블랙 백팩,,,,category_distance_rejected,4078
single-inv-color-b2,single,INV,2,,블랙 백팩,여성가방 > 백팩|블랙 백팩;남성가방 > 백팩|블랙 백팩;브랜드 남성가방 > 백팩|블랙 백팩;브랜드 여성가방 > 백팩|블랙 백팩;여성가방 > 스포츠가방|블랙 백팩;여성가방 > 노트북가방|블랙 백팩;남성가방 > 가방액세서리|블랙 백팩;남성가방 > 노트북가방|블랙 백팩,0,|블랙 백팩,,,,category_distance_rejected,25409
single-inv-color-b2,single,INV,3,,블랙 백팩,여성가방 > 백팩|블랙 백팩;남성가방 > 백팩|블랙 백팩;브랜드 남성가방 > 백팩|블랙 백팩;브랜드 여성가방 > 백팩|블랙 백팩;여성가방 > 스포츠가방|블랙 백팩;여성가방 > 노트북가방|블랙 백팩;남성가방 > 가방액세서리|블랙 백팩;남성가방 > 노트북가방|블랙 백팩,0,|블랙 백팩,,,,category_distance_rejected,5771
single-inv-color-b2,single,INV,4,,블랙 백팩,여성가방 > 백팩|블랙 백팩;남성가방 > 백팩|블랙 백팩;브랜드 남성가방 > 백팩|블랙 백팩;브랜드 여성가방 > 백팩|블랙 백팩;여성가방 > 스포츠가방|블랙 백팩;여성가방 > 노트북가방|블랙 백팩;남성가방 > 가방액세서리|블랙 백팩;남성가방 > 노트북가방|블랙 백팩,0,|블랙 백팩,,,,category_distance_rejected,3037
