caseId,testType,pairId,arm,sampleIndex,latencyMs,rankedProductIds,displayedRationales,groundingDecisions,validatorDowngradeCount,outOfCandidateIdCount,duplicateIdCount,validRankCoverage,candidateCount,rawResponse
missing_review,MFT,,prompt_only,2,2744,"[112, 111]","[""후기가 매우 많아 우선 추천해요"", ""평점이 높아 참고할 만해요""]","[{""product_id"": 112, ""requested_reason_code"": ""REVIEW_MANY"", ""evidence_fields"": [""reviewLevel""], ""model_rationale"": ""후기가 매우 많아 우선 추천해요"", ""rendered_rationale"": ""리뷰 정보가 많은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 111, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 참고할 만해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 우선 추천해요"",""reasonCode"":""REVIEW_MANY"",""evidenceFields"":[""reviewLevel""]},{""productId"":111,""rationale"":""평점이 높아 참고할 만해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""후기가 많은 상품을 우선 배치했어요. 두 상품 모두 텀블러이며 평점 정보도 확인됩니다.""}"
missing_review,MFT,,prompt_only,3,2770,"[112, 111]","[""후기가 매우 많아 우선 추천해요"", ""평점이 높아 함께 추천해요""]","[{""product_id"": 112, ""requested_reason_code"": ""REVIEW_MANY"", ""evidence_fields"": [""reviewLevel""], ""model_rationale"": ""후기가 매우 많아 우선 추천해요"", ""rendered_rationale"": ""리뷰 정보가 많은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 111, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 함께 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 우선 추천해요"",""reasonCode"":""REVIEW_MANY"",""evidenceFields"":[""reviewLevel""]},{""productId"":111,""rationale"":""평점이 높아 함께 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""후기가 매우 많은 112번 상품을 우선 추천해요. 111번은 리뷰 정보는 없지만 평점이 높아요.""}"
missing_review,MFT,,prompt_only,4,2526,"[112, 111]","[""후기가 매우 많아 우선 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 112, ""requested_reason_code"": ""REVIEW_MANY"", ""evidence_fields"": [""reviewLevel""], ""model_rationale"": ""후기가 매우 많아 우선 추천해요"", ""rendered_rationale"": ""리뷰 정보가 많은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 111, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 우선 추천해요"",""reasonCode"":""REVIEW_MANY"",""evidenceFields"":[""reviewLevel""]},{""productId"":111,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""후기가 매우 많은 상품을 우선 추천했어요. 리뷰 정보가 확인되지 않는 상품은 후기를 기준으로 판단하기 어려워 뒤로 배치했어요.""}"
missing_review,MFT,,prompt_only,5,2640,"[112, 111]","[""후기가 매우 많아 우선 추천해요"", ""평점이 높아 함께 추천해요""]","[{""product_id"": 112, ""requested_reason_code"": ""REVIEW_MANY"", ""evidence_fields"": [""reviewLevel""], ""model_rationale"": ""후기가 매우 많아 우선 추천해요"", ""rendered_rationale"": ""리뷰 정보가 많은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 111, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 함께 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 우선 추천해요"",""reasonCode"":""REVIEW_MANY"",""evidenceFields"":[""reviewLevel""]},{""productId"":111,""rationale"":""평점이 높아 함께 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""후기가 매우 많은 112번 상품을 우선 추천해요. 함께 비교할 상품으로 평점이 높은 111번도 고려할 수 있어요.""}"
missing_review,MFT,,prompt_only,6,2752,"[112, 111]","[""후기가 매우 많아 요청에 잘 맞아요"", ""평점이 높아 함께 고려할 만해요""]","[{""product_id"": 112, ""requested_reason_code"": ""REVIEW_MANY"", ""evidence_fields"": [""reviewLevel""], ""model_rationale"": ""후기가 매우 많아 요청에 잘 맞아요"", ""rendered_rationale"": ""리뷰 정보가 많은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 111, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 함께 고려할 만해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 요청에 잘 맞아요"",""reasonCode"":""REVIEW_MANY"",""evidenceFields"":[""reviewLevel""]},{""productId"":111,""rationale"":""평점이 높아 함께 고려할 만해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""후기가 매우 많은 112번 상품을 우선 추천해요. 111번은 평점이 높지만 후기 정보는 확인되지 않아요.""}"
missing_review,MFT,,prompt_only,7,2441,"[112, 111]","[""후기가 매우 많아 우선 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 112, ""requested_reason_code"": ""REVIEW_MANY"", ""evidence_fields"": [""reviewLevel""], ""model_rationale"": ""후기가 매우 많아 우선 추천해요"", ""rendered_rationale"": ""리뷰 정보가 많은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 111, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 우선 추천해요"",""reasonCode"":""REVIEW_MANY"",""evidenceFields"":[""reviewLevel""]},{""productId"":111,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""후기가 매우 많은 112번 상품을 우선 추천해요. 111번은 후기 정보가 없어 관련도 기준으로만 정렬했어요.""}"
missing_price,MFT,,prompt_only,0,3198,"[121, 122, 123]","[""가격 정보는 없지만 평점이 높아 추천해요"", ""가격 정보는 없지만 리뷰가 많아 참고하기 좋아요"", ""가격 정보는 없지만 평점이 높아 추천해요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""REVIEW_MANY"", ""evidence_fields"": [""reviewLevel""], ""model_rationale"": ""가격 정보는 없지만 리뷰가 많아 참고하기 좋아요"", ""rendered_rationale"": ""리뷰 정보가 많은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보는 없지만 평점이 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""가격 정보는 없지만 리뷰가 많아 참고하기 좋아요"",""reasonCode"":""REVIEW_MANY"",""evidenceFields"":[""reviewLevel""]},{""productId"":123,""rationale"":""가격 정보는 없지만 평점이 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""세 상품 모두 가격 등급이 없어 상대적으로 저렴한 순서는 확인할 수 없습니다. 평점과 리뷰 정보가 좋은 상품을 우선 정렬했어요.""}"
missing_price,MFT,,prompt_only,1,4957,"[121, 122, 123]","[""가격은 확인할 수 없지만 평점이 높아요"", ""가격은 확인할 수 없지만 평점이 높아요"", ""가격은 확인할 수 없지만 평점이 높아요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격은 확인할 수 없지만 평점이 높아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격은 확인할 수 없지만 평점이 높아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격은 확인할 수 없지만 평점이 높아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격은 확인할 수 없지만 평점이 높아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""가격은 확인할 수 없지만 평점이 높아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":123,""rationale"":""가격은 확인할 수 없지만 평점이 높아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""세 상품 모두 가격 정보가 없어 상대적으로 저렴한 상품을 판별하기 어렵습니다. 가격 확인 후 다시 비교해 보세요.""}"
missing_price,MFT,,prompt_only,2,3483,"[121, 122, 123]","[""높은 평점과 많은 리뷰를 확인했어요"", ""높은 평점과 많은 리뷰를 확인했어요"", ""높은 평점과 많은 리뷰를 확인했어요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""높은 평점과 많은 리뷰를 확인했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""높은 평점과 많은 리뷰를 확인했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""높은 평점과 많은 리뷰를 확인했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""높은 평점과 많은 리뷰를 확인했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""높은 평점과 많은 리뷰를 확인했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":123,""rationale"":""높은 평점과 많은 리뷰를 확인했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""세 상품 모두 가격 등급이 없어 상대적으로 저렴한 상품은 검증할 수 없습니다. 평점과 리뷰 정보가 동일해 동등하게 추천합니다.""}"
missing_price,MFT,,prompt_only,3,4253,"[121, 122, 123]","[""가격 정보가 없어 높은 평점을 기준으로 추천했어요"", ""가격 정보가 없어 높은 평점을 기준으로 추천했어요"", ""가격 정보가 없어 높은 평점을 기준으로 추천했어요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보가 없어 높은 평점을 기준으로 추천했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보가 없어 높은 평점을 기준으로 추천했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보가 없어 높은 평점을 기준으로 추천했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보가 없어 높은 평점을 기준으로 추천했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""가격 정보가 없어 높은 평점을 기준으로 추천했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":123,""rationale"":""가격 정보가 없어 높은 평점을 기준으로 추천했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""세 상품 모두 가격 정보가 없어 상대적으로 저렴한 상품을 검증하기 어렵습니다. 높은 평점과 많은 리뷰가 확인되는 순으로 정렬했습니다.""}"
missing_price,MFT,,prompt_only,4,3716,"[121, 122, 123]","[""가격은 확인되지 않지만 평점이 높아요"", ""가격은 확인되지 않지만 평점이 높아요"", ""가격은 확인되지 않지만 평점이 높아요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격은 확인되지 않지만 평점이 높아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격은 확인되지 않지만 평점이 높아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격은 확인되지 않지만 평점이 높아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격은 확인되지 않지만 평점이 높아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""가격은 확인되지 않지만 평점이 높아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":123,""rationale"":""가격은 확인되지 않지만 평점이 높아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""세 상품 모두 가격 정보가 없어 상대적으로 저렴한 상품을 검증하기 어렵습니다. 평점이 높은 상품 순으로는 동률입니다.""}"
missing_price,MFT,,prompt_only,5,4075,"[121, 122, 123]","[""높은 평점과 많은 리뷰를 바탕으로 추천했어요"", ""높은 평점과 많은 리뷰를 바탕으로 추천했어요"", ""높은 평점과 많은 리뷰를 바탕으로 추천했어요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""높은 평점과 많은 리뷰를 바탕으로 추천했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""높은 평점과 많은 리뷰를 바탕으로 추천했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""높은 평점과 많은 리뷰를 바탕으로 추천했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""높은 평점과 많은 리뷰를 바탕으로 추천했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""높은 평점과 많은 리뷰를 바탕으로 추천했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":123,""rationale"":""높은 평점과 많은 리뷰를 바탕으로 추천했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""세 상품 모두 가격 정보가 없어 상대적으로 저렴한 순위를 확인하기 어렵습니다. 평점이 높고 리뷰가 많은 상품을 우선 제시했어요.""}"
missing_price,MFT,,prompt_only,6,2632,"[121, 122, 123]","[""요청과의 관련도를 기준으로 추천했어요"", ""요청과의 관련도를 기준으로 추천했어요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 121, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]},{""productId"":122,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]},{""productId"":123,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""모든 후보의 가격 정보가 없어 상대적으로 저렴한 상품을 검증하기 어렵습니다. 가격을 확인하면 더 정확히 재추천할 수 있어요.""}"
missing_price,MFT,,prompt_only,7,4453,"[121, 122, 123]","[""가격 정보는 없지만 평점이 높아 추천해요"", ""가격 정보는 없지만 평점이 높아 추천해요"", ""가격 정보는 없지만 평점이 높아 추천해요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보는 없지만 평점이 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""가격 정보는 없지만 평점이 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":123,""rationale"":""가격 정보는 없지만 평점이 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""후보 모두 가격 정보가 없어 상대적으로 저렴한 상품은 확인할 수 없습니다. 평점이 높은 순으로는 차이가 없어 동일하게 추천했어요.""}"
rating_boundary,MFT,,prompt_only,0,2953,"[133, 132, 131]","[""평점이 매우 높아 가장 우선 추천해요"", ""평점이 높아 우선 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 133, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 매우 높아 가장 우선 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 132, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 우선 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 131, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 매우 높아 가장 우선 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":132,""rationale"":""평점이 높아 우선 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":131,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""평점 기준으로 평점이 매우 높은 상품을 가장 먼저 추천했어요. 그다음은 평점이 높은 상품입니다.""}"
rating_boundary,MFT,,prompt_only,1,2706,"[133, 132, 131]","[""평점이 매우높아 가장 우선 추천해요"", ""평점이 높아 다음으로 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 133, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 매우높아 가장 우선 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 132, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 다음으로 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 131, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 매우높아 가장 우선 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":132,""rationale"":""평점이 높아 다음으로 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":131,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""평점이 높은 순서로 정렬했어요. 특히 최상 거치대가 가장 높은 평점으로 우선 추천됩니다.""}"
rating_boundary,MFT,,prompt_only,2,2370,"[133, 132, 131]","[""평점이 매우 높아 우선 추천해요"", ""평점이 높아 다음으로 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 133, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 매우 높아 우선 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 132, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 다음으로 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 131, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 매우 높아 우선 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":132,""rationale"":""평점이 높아 다음으로 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":131,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""평점이 매우 높은 상품을 가장 먼저 추천하고, 그다음으로 평점이 높은 상품을 배치했어요.""}"
